fips,county,state,vet2015,vet2016
47097,Lauderdale,TN,1558,1542
47099,Lawrence,TN,2832,2804
47101,Lewis,TN,862,863
47103,Lincoln,TN,2662,2656
47105,Loudon,TN,5104,5074
47107,McMinn,TN,4036,4022
47109,McNairy,TN,2042,2008
47111,Macon,TN,1401,1395
47113,Madison,TN,6636,6538
47115,Marion,TN,2214,2193
47117,Marshall,TN,2141,2138
47119,Maury,TN,5826,5818
47121,Meigs,TN,1002,996
47123,Monroe,TN,3758,3749
47125,Montgomery,TN,32446,33767
47127,Moore,TN,525,524
47129,Morgan,TN,1783,1764
47131,Obion,TN,2245,2220
47133,Overton,TN,1340,1337
47135,Perry,TN,571,567
47137,Pickett,TN,545,538
47139,Polk,TN,1242,1236
47141,Putnam,TN,4678,4667
47143,Rhea,TN,2443,2442
47145,Roane,TN,5284,5215
47147,Robertson,TN,5218,5193
47149,Rutherford,TN,20133,20281
47151,Scott,TN,1213,1217
47153,Sequatchie,TN,1178,1165
47155,Sevier,TN,8245,8177
47157,Shelby,TN,57164,55617
47159,Smith,TN,1315,1313
47161,Stewart,TN,1777,1789
47163,Sullivan,TN,12823,12596
47165,Sumner,TN,12624,12614
47167,Tipton,TN,5076,5091
47169,Trousdale,TN,458,459
47171,Unicoi,TN,1522,1515
47173,Union,TN,1224,1219
47175,Van Buren,TN,435,430
47177,Warren,TN,2495,2429
47179,Washington,TN,10246,10206
47181,Wayne,TN,1119,1106
47183,Weakley,TN,2401,2360
47185,White,TN,2090,2094
47187,Williamson,TN,10017,9964
47189,Wilson,TN,8919,8940
48001,Anderson,TX,3481,3441
48003,Andrews,TX,687,686
48005,Angelina,TX,5801,5712
48007,Aransas,TX,2656,2623
48009,Archer,TX,690,681
48011,Armstrong,TX,186,177
48013,Atascosa,TX,3091,3087
48015,Austin,TX,1794,1765
48017,Bailey,TX,353,332
48019,Bandera,TX,2642,2607
48021,Bastrop,TX,5723,5763
48023,Baylor,TX,242,236
48025,Bee,TX,2171,2129
48027,Bell,TX,57147,58869
48029,Bexar,TX,163633,163643
48031,Blanco,TX,1001,1004
48033,Borden,TX,49,47
48035,Bosque,TX,1582,1558
48037,Bowie,TX,7551,7507
48039,Brazoria,TX,19022,18926
48041,Brazos,TX,8466,8421
48043,Brewster,TX,894,884
48045,Briscoe,TX,88,82
48047,Brooks,TX,292,284
48049,Brown,TX,3201,3144
48051,Burleson,TX,1387,1360
48053,Burnet,TX,3979,3984
48055,Caldwell,TX,2505,2495
48057,Calhoun,TX,1433,1397
48059,Callahan,TX,1363,1346
48061,Cameron,TX,16260,16007
48063,Camp,TX,869,860
48065,Carson,TX,396,388
48067,Cass,TX,2606,2563
48069,Castro,TX,252,243
48071,Chambers,TX,2317,2380
48073,Cherokee,TX,3327,3261
48075,Childress,TX,519,505
48077,Clay,TX,898,885
48079,Cochran,TX,130,127
48081,Coke,TX,272,263
48083,Coleman,TX,734,720
48085,Collin,TX,44668,45262
48087,Collingsworth,TX,184,176
48089,Colorado,TX,1328,1283
48091,Comal,TX,12832,13247
48093,Comanche,TX,1027,1001
48095,Concho,TX,182,176
48097,Cooke,TX,2829,2792
48099,Coryell,TX,12468,13012
48101,Cottle,TX,94,91
48103,Crane,TX,162,160
48105,Crockett,TX,149,152
48107,Crosby,TX,265,258
48109,Culberson,TX,115,112
48111,Dallam,TX,368,360
48113,Dallas,TX,103980,101081
48115,Dawson,TX,546,533
48117,Deaf Smith,TX,644,616
48119,Delta,TX,565,557
48121,Denton,TX,40821,41188
48123,De Witt,TX,1345,1320
48125,Dickens,TX,180,174
48127,Dimmit,TX,413,394
48129,Donley,TX,270,261
48131,Duval,TX,597,579
48133,Eastland,TX,1505,1465
48135,Ector,TX,7132,7027
48137,Edwards,TX,153,151
48139,Ellis,TX,11076,11211
48141,El Paso,TX,56747,57806
48143,Erath,TX,2103,2074
48145,Falls,TX,1277,1248
48147,Fannin,TX,3101,3051
48149,Fayette,TX,1828,1782
48151,Fisher,TX,309,301
48153,Floyd,TX,356,342
48155,Foard,TX,94,90
48157,Fort Bend,TX,27536,27837
48159,Franklin,TX,867,862
48161,Freestone,TX,1282,1262
48163,Frio,TX,947,930
48165,Gaines,TX,496,488
48167,Galveston,TX,24394,23973
48169,Garza,TX,211,208
48171,Gillespie,TX,2385,2335
48173,Glasscock,TX,55,52
48175,Goliad,TX,556,543
48177,Gonzales,TX,1142,1119
48179,Gray,TX,1435,1404
48181,Grayson,TX,9528,9490
48183,Gregg,TX,8621,8437
48185,Grimes,TX,1780,1765
48187,Guadalupe,TX,18068,18668
48189,Hale,TX,1431,1383
48191,Hall,TX,242,232
48193,Hamilton,TX,818,798
48195,Hansford,TX,218,208
48197,Hardeman,TX,206,204
48199,Hardin,TX,4271,4210
48201,Harris,TX,185085,181297
48203,Harrison,TX,4557,4525
48205,Hartley,TX,259,244
48207,Haskell,TX,300,291
48209,Hays,TX,12195,12452
48211,Hemphill,TX,215,206
48213,Henderson,TX,6900,6820
48215,Hidalgo,TX,21525,21164
48217,Hill,TX,2828,2779
48219,Hockley,TX,1134,1098
48221,Hood,TX,5645,5632
48223,Hopkins,TX,2456,2433
48225,Houston,TX,1814,1761
48227,Howard,TX,2418,2385
48229,Hudspeth,TX,148,144
48231,Hunt,TX,7676,7627
48233,Hutchinson,TX,1469,1437
48235,Irion,TX,115,113
48237,Jack,TX,531,523
48239,Jackson,TX,939,914
48241,Jasper,TX,2567,2525
48243,Jeff Davis,TX,178,172
48245,Jefferson,TX,17174,16736
48247,Jim Hogg,TX,313,304
48249,Jim Wells,TX,2025,1995
48251,Johnson,TX,11039,11119
48253,Jones,TX,1163,1131
48255,Karnes,TX,801,784
48257,Kaufman,TX,7665,7786
48259,Kendall,TX,3216,3247
48261,Kenedy,TX,13,12
48263,Kent,TX,48,46
48265,Kerr,TX,5674,5513
48267,Kimble,TX,448,434
48269,King,TX,2,2
48271,Kinney,TX,349,332
48273,Kleberg,TX,2067,2039
48275,Knox,TX,213,205
48277,Lamar,TX,3803,3756
48279,Lamb,TX,632,611
48281,Lampasas,TX,3172,3191
48283,La Salle,TX,137,139
48285,Lavaca,TX,1321,1262
48287,Lee,TX,1234,1203
48289,Leon,TX,1560,1533
48291,Liberty,TX,5176,5116
48293,Limestone,TX,1559,1521
48295,Lipscomb,TX,170,164
48297,Live Oak,TX,1106,1078
48299,Llano,TX,2608,2554
48301,Loving,TX,4,4
48303,Lubbock,TX,15979,15696
48305,Lynn,TX,255,248
48307,McCulloch,TX,613,606
48309,McLennan,TX,16277,15959
48311,McMullen,TX,45,42
48313,Madison,TX,847,832
48315,Marion,TX,1117,1090
48317,Martin,TX,199,199
48319,Mason,TX,314,306
48321,Matagorda,TX,2397,2340
48323,Maverick,TX,1252,1254
48325,Medina,TX,4305,4277
48327,Menard,TX,174,166
48329,Midland,TX,7713,7673
48331,Milam,TX,1853,1816
48333,Mills,TX,387,372
48335,Mitchell,TX,406,402
48337,Montague,TX,1699,1668
48339,Montgomery,TX,33993,34272
48341,Moore,TX,795,780
48343,Morris,TX,1066,1051
48345,Motley,TX,74,71
48347,Nacogdoches,TX,3417,3390
48349,Navarro,TX,3138,3086
48351,Newton,TX,1157,1147
48353,Nolan,TX,1036,1019
48355,Nueces,TX,27869,27454
48357,Ochiltree,TX,415,405
48359,Oldham,TX,135,133
48361,Orange,TX,7096,6976
48363,Palo Pinto,TX,2031,2023
48365,Panola,TX,1637,1608
48367,Parker,TX,10204,10230
48369,Parmer,TX,341,332
48371,Pecos,TX,783,765
48373,Polk,TX,3901,3861
48375,Potter,TX,6646,6489
48377,Presidio,TX,313,294
48379,Rains,TX,1180,1168
48381,Randall,TX,8122,8040
48383,Reagan,TX,118,117
48385,Real,TX,401,385
48387,Red River,TX,970,958
48389,Reeves,TX,452,446
48391,Refugio,TX,536,524
48393,Roberts,TX,49,48
48395,Robertson,TX,1038,1010
48397,Rockwall,TX,5811,5917
48399,Runnels,TX,822,797
48401,Rusk,TX,3439,3366
48403,Sabine,TX,1267,1236
48405,San Augustine,TX,707,695
48407,San Jacinto,TX,2290,2309
48409,San Patricio,TX,5263,5191
48411,San Saba,TX,393,382
48413,Schleicher,TX,188,189
48415,Scurry,TX,852,836
48417,Shackelford,TX,222,218
48419,Shelby,TX,1517,1490
48421,Sherman,TX,153,146
48423,Smith,TX,14532,14431
48425,Somervell,TX,672,662
48427,Starr,TX,800,779
48429,Stephens,TX,556,543
48431,Sterling,TX,48,49
48433,Stonewall,TX,136,129
48435,Sutton,TX,185,185
48437,Swisher,TX,411,394
48439,Tarrant,TX,121825,120509
48441,Taylor,TX,11732,11928
48443,Terrell,TX,120,116
48445,Terry,TX,492,482
48447,Throckmorton,TX,139,132
48449,Titus,TX,1654,1631
48451,Tom Green,TX,10025,10058
48453,Travis,TX,53204,52449
48455,Trinity,TX,1502,1484
48457,Tyler,TX,1701,1653
48459,Upshur,TX,3074,3033
48461,Upton,TX,161,159
48463,Uvalde,TX,1195,1176
48465,Val Verde,TX,3219,3215
48467,Van Zandt,TX,4115,4094
48469,Victoria,TX,6746,6572
48471,Walker,TX,3782,3724
48473,Waller,TX,2216,2192
48475,Ward,TX,708,699
48477,Washington,TX,2056,2034
48479,Webb,TX,5784,5742
48481,Wharton,TX,2048,1991
48483,Wheeler,TX,288,278
48485,Wichita,TX,11884,11982
48487,Wilbarger,TX,768,755
48489,Willacy,TX,777,766
48491,Williamson,TX,35236,36043
48493,Wilson,TX,4437,4444
48495,Winkler,TX,383,375
48497,Wise,TX,4732,4696
48499,Wood,TX,4403,4364
48501,Yoakum,TX,219,215
48503,Young,TX,1465,1433
48505,Zapata,TX,368,358
48507,Zavala,TX,317,317
49001,Beaver,UT,360,349
49003,Box Elder,UT,2662,2636
49005,Cache,UT,3637,3646
49007,Carbon,UT,1357,1333
49009,Daggett,UT,92,89
49011,Davis,UT,19003,18997
49013,Duchesne,UT,964,951
49015,Emery,UT,426,421
49017,Garfield,UT,375,365
49019,Grand,UT,647,630
49021,Iron,UT,2666,2689
49023,Juab,UT,478,469
49025,Kane,UT,634,617
49027,Millard,UT,627,618
49029,Morgan,UT,563,561
49031,Piute,UT,155,148
49033,Rich,UT,148,142
49035,Salt Lake,UT,45893,44885
49037,San Juan,UT,603,592
49039,Sanpete,UT,1330,1324
49041,Sevier,UT,1446,1406
49043,Summit,UT,1782,1756
49045,Tooele,UT,4041,4064
49047,Uintah,UT,1639,1633
49049,Utah,UT,17204,17218
49051,Wasatch,UT,1056,1050
49053,Washington,UT,10071,9931
49055,Wayne,UT,127,121
49057,Weber,UT,17619,17345
50001,Addison,VT,2365,2299
50003,Bennington,VT,3052,2939
50005,Caledonia,VT,2515,2462
50007,Chittenden,VT,9405,9221
50009,Essex,VT,614,600
50011,Franklin,VT,3677,3647
50013,Grand Isle,VT,562,548
50015,Lamoille,VT,1665,1643
50017,Orange,VT,2307,2259
50019,Orleans,VT,2187,2142
50021,Rutland,VT,4832,4694
50023,Washington,VT,4241,4154
50025,Windham,VT,3211,3096
50027,Windsor,VT,4728,4565
51001,Accomack,VA,3199,3130
51003,Albemarle,VA,8120,7875
51005,Alleghany,VA,1524,1485
51007,Amelia,VA,1153,1137
51009,Amherst,VA,2587,2543
51011,Appomattox,VA,1209,1191
51013,Arlington,VA,13648,13541
51015,Augusta,VA,5619,5528
51017,Bath,VA,442,428
51019,Bedford,VA,6568,6465
51021,Bland,VA,507,496
51023,Botetourt,VA,2894,2841
51025,Brunswick,VA,1137,1125
51027,Buchanan,VA,945,918
51029,Buckingham,VA,1133,1124
51031,Campbell,VA,4788,4684
51033,Caroline,VA,2750,2777
51035,Carroll,VA,2331,2265
51036,Charles City,VA,656,650
51037,Charlotte,VA,883,869
51041,Chesterfield,VA,27374,27471
51043,Clarke,VA,1357,1341
51045,Craig,VA,533,520
51047,Culpeper,VA,4163,4133
51049,Cumberland,VA,735,731
51051,Dickenson,VA,926,905
51053,Dinwiddie,VA,2613,2619
51057,Essex,VA,862,857
51059,Fairfax,VA,76111,74073
51061,Fauquier,VA,6168,6137
51063,Floyd,VA,1334,1299
51065,Fluvanna,VA,2407,2391
51067,Franklin,VA,4480,4408
51069,Frederick,VA,7024,7001
51071,Giles,VA,1493,1467
51073,Gloucester,VA,4596,4589
51075,Goochland,VA,1708,1716
51077,Grayson,VA,1123,1096
51079,Greene,VA,1880,1871
51081,Greensville,VA,740,738
51083,Halifax,VA,2664,2620
51085,Hanover,VA,7630,7571
51087,Henrico,VA,20175,19696
51089,Henry,VA,4149,4033
51091,Highland,VA,218,212
51093,Isle Of Wight,VA,4117,4185
51095,James City,VA,9134,9068
51097,King And Queen,VA,567,567
51099,King George,VA,3078,3140
51101,King William,VA,1291,1296
51103,Lancaster,VA,1247,1205
51105,Lee,VA,1777,1733
51107,Loudoun,VA,20441,20283
51109,Louisa,VA,3311,3307
51111,Lunenburg,VA,1097,1088
51113,Madison,VA,1039,1028
51115,Mathews,VA,1077,1036
51117,Mecklenburg,VA,2825,2789
51119,Middlesex,VA,1174,1155
51121,Montgomery,VA,4603,4509
51125,Nelson,VA,1124,1104
51127,New Kent,VA,1883,1901
51131,Northampton,VA,1184,1154
51133,Northumberland,VA,1462,1431
51135,Nottoway,VA,1146,1139
51137,Orange,VA,3441,3445
51139,Page,VA,1923,1891
51141,Patrick,VA,1388,1358
51143,Pittsylvania,VA,5004,4917
51145,Powhatan,VA,2064,2049
51147,Prince Edward,VA,1590,1573
51149,Prince George,VA,4887,5076
51153,Prince William,VA,42112,42376
51155,Pulaski,VA,2856,2801
51157,Rappahannock,VA,673,664
51159,Richmond,VA,556,546
51161,Roanoke,VA,8225,8076
51163,Rockbridge,VA,1996,1953
51165,Rockingham,VA,4624,4540
51167,Russell,VA,1391,1360
51169,Scott,VA,1511,1476
51171,Shenandoah,VA,3660,3625
51173,Smyth,VA,2348,2299
51175,Southampton,VA,1567,1568
51177,Spotsylvania,VA,14397,14496
51179,Stafford,VA,21091,21484
51181,Surry,VA,668,666
51183,Sussex,VA,831,828
51185,Tazewell,VA,2905,2842
51187,Warren,VA,3521,3498
51191,Washington,VA,4330,4226
51193,Westmoreland,VA,1884,1866
51195,Wise,VA,2629,2582
51197,Wythe,VA,2307,2258
51199,York,VA,9627,9698
51510,Alexandria City,VA,11608,11493
51520,Bristol,VA,1416,1369
51530,Buena Vista City,VA,407,402
51540,Charlottesville City,VA,1892,1868
51550,Chesapeake City,VA,30684,31179
51570,Colonial Heights City,VA,1920,1898
51580,Covington City,VA,462,455
51590,Danville City,VA,3736,3609
51595,Emporia City,VA,371,366
51600,Fairfax City,VA,1760,1708
51610,Falls Church City,VA,770,747
51620,Franklin City,VA,746,742
51630,Fredericksburg City,VA,2103,2144
51640,Galax City,VA,449,434
51650,Hampton City,VA,21570,21812
51660,Harrisonburg City,VA,1542,1521
51670,Hopewell City,VA,2226,2216
51678,Lexington City,VA,247,245
51680,Lynchburg City,VA,4768,4676
51683,Manassas City,VA,2622,2564
51685,Manassas Park City,VA,918,920
51690,Martinsville City,VA,1088,1060
51700,Newport News City,VA,24654,24685
51710,Norfolk City,VA,29484,30328
51720,Norton City,VA,242,236
51730,Petersburg City,VA,3681,3690
51735,Poquoson City,VA,1473,1472
51740,Portsmouth City,VA,11573,11751
51750,Radford City,VA,809,804
51760,Richmond City,VA,12040,11760
51770,Roanoke City,VA,7187,7036
51775,Salem City,VA,2056,2005
51790,Staunton City,VA,1843,1813
51800,Suffolk City,VA,11157,11359
51810,Virginia Beach City,VA,64614,64661
51820,Waynesboro City,VA,1710,1669
51830,Williamsburg City,VA,1060,1043
51840,Winchester City,VA,2015,1939
53001,Adams,WA,600,594
53003,Asotin,WA,2385,2343
53005,Benton,WA,14485,14338
53007,Chelan,WA,5167,5046
53009,Clallam,WA,8986,8853
53011,Clark,WA,36455,35986
53013,Columbia,WA,466,459
53015,Cowlitz,WA,9784,9712
53017,Douglas,WA,3012,2971
53019,Ferry,WA,865,853
53021,Franklin,WA,3617,3616
53023,Garfield,WA,241,231
53025,Grant,WA,5129,5076
53027,Grays Harbor,WA,6703,6621
53029,Island,WA,13277,13455
53031,Jefferson,WA,4085,4006
53033,King,WA,114484,110484
53035,Kitsap,WA,36953,37086
53037,Kittitas,WA,3060,3000
53039,Klickitat,WA,2010,2011
53041,Lewis,WA,8131,8023
53043,Lincoln,WA,1242,1222
53045,Mason,WA,7783,7759
53047,Okanogan,WA,3519,3456
53049,Pacific,WA,2696,2637
53051,Pend Oreille,WA,1635,1606
53053,Pierce,WA,90720,90934
53055,San Juan,WA,1578,1535
53057,Skagit,WA,11284,11073
53059,Skamania,WA,1193,1188
53061,Snohomish,WA,56041,55123
53063,Spokane,WA,45272,44671
53065,Stevens,WA,5253,5173
53067,Thurston,WA,31764,32076
53069,Wahkiakum,WA,474,471
53071,Walla Walla,WA,4733,4600
53073,Whatcom,WA,13994,13785
53075,Whitman,WA,2338,2298
53077,Yakima,WA,13714,13428
54001,Barbour,WV,1373,1333
54003,Berkeley,WV,10617,10664
54005,Boone,WV,1583,1544
54007,Braxton,WV,1290,1260
54009,Brooke,WV,1929,1878
54011,Cabell,WV,7062,6921
54013,Calhoun,WV,622,597
54015,Clay,WV,762,748
54017,Doddridge,WV,643,628
54019,Fayette,WV,3907,3826
54021,Gilmer,WV,542,533
54023,Grant,WV,920,904
54025,Greenbrier,WV,3295,3226
54027,Hampshire,WV,1677,1671
54029,Hancock,WV,2913,2830
54031,Hardy,WV,1168,1151
54033,Harrison,WV,6514,6430
54035,Jackson,WV,2605,2518
54037,Jefferson,WV,4622,4641
54039,Kanawha,WV,14848,14471
54041,Lewis,WV,1424,1396
54043,Lincoln,WV,1364,1327
54045,Logan,WV,2177,2122
54047,McDowell,WV,1257,1221
54049,Marion,WV,4914,4809
54051,Marshall,WV,2682,2602
54053,Mason,WV,2218,2166
54055,Mercer,WV,4887,4803
54057,Mineral,WV,2169,2151
54059,Mingo,WV,1329,1289
54061,Monongalia,WV,5588,5541
54063,Monroe,WV,997,972
54065,Morgan,WV,1605,1588
54067,Nicholas,WV,1969,1942
54069,Ohio,WV,3573,3470
54071,Pendleton,WV,595,607
54073,Pleasants,WV,662,652
54075,Pocahontas,WV,711,695
54077,Preston,WV,2602,2570
54079,Putnam,WV,4860,4793
54081,Raleigh,WV,6657,6550
54083,Randolph,WV,2401,2355
54085,Ritchie,WV,866,852
54087,Roane,WV,1133,1112
54089,Summers,WV,1074,1048
54091,Taylor,WV,1523,1486
54093,Tucker,WV,658,643
54095,Tyler,WV,763,751
54097,Upshur,WV,2093,2058
54099,Wayne,WV,3029,2943
54101,Webster,WV,579,560
54103,Wetzel,WV,1496,1461
54105,Wirt,WV,526,514
54107,Wood,WV,7262,7188
54109,Wyoming,WV,1333,1299
55001,Adams,WI,2375,2317
55003,Ashland,WI,1384,1348
55005,Barron,WI,3738,3658
55007,Bayfield,WI,1582,1547
55009,Brown,WI,16856,16405
55011,Buffalo,WI,1008,983
55013,Burnett,WI,1822,1785
55015,Calumet,WI,2914,2854
55017,Chippewa,WI,4952,4861
55019,Clark,WI,2066,2010
55021,Columbia,WI,4393,4288
55023,Crawford,WI,1298,1262
55025,Dane,WI,25336,24653
55027,Dodge,WI,6055,5901
55029,Door,WI,2451,2352
55031,Douglas,WI,3854,3790
55033,Dunn,WI,2877,2853
55035,Eau Claire,WI,6776,6650
55037,Florence,WI,588,570
55039,Fond Du Lac,WI,7062,6866
55041,Forest,WI,965,935
55043,Grant,WI,3189,3112
55045,Green,WI,2311,2265
55047,Green Lake,WI,1400,1354
55049,Iowa,WI,1581,1542
55051,Iron,WI,698,676
55053,Jackson,WI,1739,1716
55055,Jefferson,WI,6151,6013
55057,Juneau,WI,2431,2398
55059,Kenosha,WI,10600,10457
55061,Kewaunee,WI,1364,1328
55063,La Crosse,WI,7787,7637
55065,Lafayette,WI,984,962
55067,Langlade,WI,1683,1637
55069,Lincoln,WI,2575,2497
55071,Manitowoc,WI,6004,5867
55073,Marathon,WI,9840,9587
55075,Marinette,WI,4612,4474
55077,Marquette,WI,1569,1539
55078,Menominee,WI,299,295
55079,Milwaukee,WI,49381,47582
55081,Monroe,WI,5217,5209
55083,Oconto,WI,3201,3136
55085,Oneida,WI,3749,3637
55087,Outagamie,WI,12248,11979
55089,Ozaukee,WI,5137,4963
55091,Pepin,WI,581,564
55093,Pierce,WI,2529,2485
55095,Polk,WI,3627,3553
55097,Portage,WI,4788,4703
55099,Price,WI,1318,1290
55101,Racine,WI,13143,12794
55103,Richland,WI,1313,1269
55105,Rock,WI,12332,12013
55107,Rusk,WI,1361,1321
55109,Saint Croix,WI,5449,5406
55111,Sauk,WI,4667,4560
55113,Sawyer,WI,1657,1627
55115,Shawano,WI,3312,3233
55117,Sheboygan,WI,7353,7150
55119,Taylor,WI,1471,1435
55121,Trempealeau,WI,1948,1907
55123,Vernon,WI,2142,2100
55125,Vilas,WI,2413,2345
55127,Walworth,WI,6774,6599
55129,Washburn,WI,1669,1635
55131,Washington,WI,8849,8616
55133,Waukesha,WI,22783,22038
55135,Waupaca,WI,4598,4491
55137,Waushara,WI,2228,2184
55139,Winnebago,WI,12735,12448
55141,Wood,WI,6255,6087
56001,Albany,WY,2253,2223
56003,Big Horn,WY,916,900
56005,Campbell,WY,2827,2862
56007,Carbon,WY,1131,1096
56009,Converse,WY,1221,1210
56011,Crook,WY,577,574
56013,Fremont,WY,2886,2852
56015,Goshen,WY,1251,1219
56017,Hot Springs,WY,536,519
56019,Johnson,WY,931,900
56021,Laramie,WY,11612,11861
56023,Lincoln,WY,1002,989
56025,Natrona,WY,6346,6286
56027,Niobrara,WY,249,242
56029,Park,WY,2684,2654
56031,Platte,WY,878,865
56033,Sheridan,WY,2871,2814
56035,Sublette,WY,593,576
56037,Sweetwater,WY,3244,3218
56039,Teton,WY,977,961
56041,Uinta,WY,1269,1255
56043,Washakie,WY,760,734
56045,Weston,WY,670,662
